,rating,rating
Namiuchigiwa no Muromi-san,135,6.407407407407407
Nana,2568,8.154595015576325
Nanatsu no Taizai OVA,166,6.421686746987952
Nanatsu-iroâDrops,139,6.920863309352518
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,93,6.290322580645161
Naruto,11282,7.3985109023222835
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,2530,5.989328063241107
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1835,5.734059945504087
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,1714,5.621936989498249
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,828,5.5
Naruto SD: Rock Lee no Seishun Full-Power Ninden,144,6.694444444444445
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,300,5.383333333333334
Naruto x UT,278,6.4640287769784175
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,342,5.824561403508772
Naruto: Shippuuden Movie 1,2033,6.199704869650763
Naruto: Shippuuden Movie 2 - Kizuna,1699,6.2012948793407885
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,1309,6.153552330022919
Naruto: Shippuuden Movie 4 - The Lost Tower,1150,6.335652173913044
Naruto: Shippuuden Movie 5 - Blood Prison,949,6.408851422550053
Naruto: Shippuuden Movie 6 - Road to Ninja,1133,7.015887025595763
Natsu no Arashi!,75,7.066666666666666
Natsu-iro Kiseki,95,6.231578947368421
Natsume Yuujinchou,1544,7.927461139896373
Natsume Yuujinchou San,753,7.885790172642762
Natsume Yuujinchou Shi,599,8.018363939899833
Natsume Yuujinchou: Itsuka Yuki no Hi ni,123,7.0894308943089435
Natsuyuki Rendezvous,276,6.768115942028985
Nejimaki Seirei Senki: Tenkyou no Alderamin,158,7.2594936708860756
Neko no Ongaeshi,2234,7.101611459265891
Nekojiru-sou,650,6.781538461538462
Nekomonogatari: Kuro,1854,7.266990291262136
Neon Genesis Evangelion,7566,7.898096748612213
Neon Genesis Evangelion: Death &amp Rebirth,2031,6.522402757262432
Neon Genesis Evangelion: The End of Evangelion,4137,7.7055837563451774
Nerawareta Gakuen,274,6.912408759124087
New Game!,305,7.160655737704918
New Prince of Tennis,140,7.178571428571429
Nichijou,2027,8.154908732116429
Nichijou: Nichijou no 0-wa,434,6.506912442396313
NieA Under 7,87,6.919540229885057
Night Head Genesis,110,6.918181818181818
Night Wizard,172,6.6395348837209305
Nijiiro Days,140,6.085714285714285
Nijuu Mensou no Musume,102,6.970588235294118
Ninin ga Shinobuden,245,7.0653061224489795
Nisemonogatari,3028,7.615587846763541
No.6,2474,7.552142279708973
Nobunaga Concerto,80,7.4375
Nobunaga the Fool,124,6.774193548387097
Nobunagun,176,6.5
Nodame Cantabile,1476,7.939024390243903
Nodame Cantabile Finale,591,7.758037225042301
Nodame Cantabile OVA,150,5.926666666666667
Nodame Cantabile OVA 2,118,6.533898305084746
Nodame Cantabile: Paris-hen,777,7.8622908622908625
Noein: Mou Hitori no Kimi e,428,7.607476635514018
Nogizaka Haruka no Himitsu,910,7.0637362637362635
Nogizaka Haruka no Himitsu: Finale,124,7.596774193548387
Noir,556,7.280575539568345
Non Non Biyori,865,7.695953757225434
Non Non Biyori Repeat,261,7.704980842911877
Non Non Biyori: Okinawa e Ikukoto ni Natta,165,7.048484848484849
Noragami,5512,7.519956458635704
Noragami Aragoto,1841,7.617055947854427
Noragami Aragoto OVA,201,6.233830845771144
Noragami OVA,759,6.453227931488801
Norn9: Norn+Nonet,64,6.0
Nurarihyon no Mago,686,7.214285714285714
Nurarihyon no Mago: Sennen Makyou,402,7.390547263681592
Nyanpire The Animation,234,6.636752136752137
Oban Star-Racers,374,6.93048128342246
Oda Nobuna no Yabou,1043,7.425695110258869
Ojamajo Doremi,182,6.0054945054945055
Ojisan to Marshmallow,137,6.481751824817518
Okusama wa Joshikousei (TV),99,5.8686868686868685
Omoide Poroporo,513,6.606237816764133
Omoide no Marnie,445,7.925842696629213
One Outs,451,8.119733924611973
One Piece 3D: Mugiwara Chase,248,6.483870967741935
One Piece Film: Gold,10,8.2
One Piece Film: Strong World,1067,7.5998125585754455
One Piece Film: Strong World Episode 0,350,6.974285714285714
One Piece Film: Z,803,7.671232876712328
One Piece Movie 1,691,6.154848046309696
One Piece Movie 2: Nejimaki-jima no Daibouken,534,6.164794007490637
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,536,6.0690298507462686
One Piece Movie 4: Dead End no Bouken,533,6.75422138836773
One Piece Movie 5: Norowareta Seiken,449,6.514476614699332
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,502,6.9800796812749
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,408,6.517156862745098
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,382,6.219895287958115
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",338,6.72189349112426
One Piece: Jango no Dance Carnival,308,6.5941558441558445
One Piece: Mezase! Kaizoku Yakyuu Ou,271,6.376383763837638
One Piece: Romance Dawn Story,219,6.726027397260274
One Piece: Taose! Kaizoku Ganzack,176,6.170454545454546
One Piece: Yume no Soccer Ou!,323,6.461300309597523
One Punch Man,4648,8.110585197934595
One Punch Man: Road to Hero,743,6.216689098250336
Oneechan ga Kita,352,5.767045454545454
OnegaiâTeacher,1595,7.0081504702194355
OnegaiâTwins: Natsu wa Owaranai,362,6.441988950276243
Onigiri,12,6.333333333333333
Onsen Yousei Hakone-chan,54,5.7592592592592595
Ookami Kodomo no Ame to Yuki,2923,8.244611700307903
Ookami Shoujo to Kuro Ouji,1361,6.759735488611315
Ookami Shoujo to Kuro Ouji OVA,122,5.39344262295082
Ookami to Koushinryou,4158,7.87999037999038
Ookami to Koushinryou II,2597,7.966884867154409
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,991,6.8314833501513625
Ookami-san to Shichinin no Nakama-tachi,1577,6.845909955611921
Ookamikakushi,435,6.149425287356322
Ookiku Furikabutte,301,7.730897009966777
Ookiku Furikabutte: Natsu no Taikai-hen,125,7.448
Ooyasan wa Shishunki!,63,5.587301587301587
Orange,506,7.025691699604743
Ore Monogatari!!,1017,7.583087512291052
Ore no Imouto ga Konnani Kawaii Wake ga Nai,4919,7.080097580809108
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,2572,6.963063763608087
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",1971,7.165905631659056
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",324,6.521604938271605
"Ore, Twintail ni Narimasu.",269,6.174721189591078
Orenchi no Furo Jijou,508,6.159448818897638
Oshiete! Galko-chan,180,6.388888888888889
Osomatsu-san,215,7.190697674418605
Otaku no Video,140,6.521428571428571
Otome Youkai Zakuro,482,6.9979253112033195
Otome wa Boku ni Koishiteru,388,6.963917525773196
Ou Dorobou Jing,188,6.638297872340425
Ouritsu Uchuugun: Honneamise no Tsubasa,145,7.462068965517242
Over Drive,160,7.95
Overlord,1436,7.470055710306407
Overlord: Ple Ple Pleiades (OVA),11,6.909090909090909
Owari no Seraph,2315,6.833693304535637
Owari no Seraph: Kyuuketsuki Shahar,35,5.628571428571429
Owari no Seraph: Nagoya Kessen-hen,1021,6.755142017629774
Owarimonogatari,419,7.6682577565632455
Pale Cocoon,565,6.732743362831858
Pan de Peace!,35,4.942857142857143
Pandora Hearts,2317,7.533016832110488
Paniponi Dash!,288,7.302083333333333
Papa no Iukoto wo Kikinasai!,922,7.071583514099783
Papa no Iukoto wo Kikinasai! OVA,79,6.734177215189874
Paprika,2865,7.55392670157068
Paradise Kiss,1675,7.354029850746269
Peace Maker Kurogane,329,7.091185410334346
Peach Girl,935,6.634224598930481
Perfect Blue,1766,7.590033975084938
Persona 3 the Movie 1: Spring of Birth,392,7.033163265306122
Persona 3 the Movie 2: Midsummer Knight&#039s Dream,180,6.905555555555556
Persona 3 the Movie 3: Falling Down,54,6.314814814814815
Persona 3 the Movie 4: Winter of Rebirth,21,8.428571428571429
Persona 4 the Animation,1165,7.219742489270386
Persona 4 the Golden Animation,173,6.196531791907514
Persona: Trinity Soul,224,6.446428571428571
Petshop of Horrors,576,6.796875
Phantasy Star Online 2 The Animation,70,5.9714285714285715
Phantom: Requiem for the Phantom,1132,7.96113074204947
Phi Brain: Kami no Puzzle,222,6.882882882882883
Phi Brain: Kami no Puzzle - Orpheus Order-hen,92,6.717391304347826
Phi Brain: Kami no Puzzle - Shukuteki! RÃ¤tsel-hen,30,5.6
Piano no Mori,188,7.01063829787234
Ping Pong The Animation,624,8.54326923076923
Pita Ten,169,7.094674556213017
Planetes,598,8.292642140468228
Plastic Memories,1280,7.6125
Pokemon,2812,6.481863442389758
Pokemon Advanced Generation,584,5.977739726027397
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,796,6.027638190954774
Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,757,5.338177014531044
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,480,5.752083333333333
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,746,5.521447721179625
Pokemon Best Wishes!,141,5.581560283687943
Pokemon Best Wishes! Season 2,91,5.516483516483516
Pokemon Best Wishes! Season 2: Episode N,54,6.111111111111111
Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,118,5.372881355932203
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,150,5.493333333333333
Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,131,5.442748091603053
Pokemon Diamond &amp Pearl,300,6.043333333333333
Pokemon Diamond &amp Pearl: Arceus Choukoku no Jikuu e,366,5.617486338797814
Pokemon Diamond &amp Pearl: Dialga vs. Palkia vs. Darkrai,559,5.7763864042933815
Pokemon Diamond &amp Pearl: Genei no Hasha Zoroark,277,5.833935018050542
Pokemon Diamond &amp Pearl: Giratina to Sora no Hanataba Sheimi,449,5.4699331848552335
Pokemon Housoukyoku,149,5.630872483221476
Pokemon XY,48,7.0
Pokemon XY&ampZ,12,8.666666666666666
Pokemon: Celebi Toki wo Koeta Deai,1065,5.554929577464788
Pokemon: Kesshoutou no Teiou Entei,1528,5.774869109947644
Pokemon: Maboroshi no Pokemon Lugia Bakutan,1726,6.079953650057938
Pokemon: Mewtwo no Gyakushuu,2281,6.318281455501973
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,699,5.86409155937053
Pokemon: Pichu to Pikachu,399,5.130325814536341
Pokemon: Pikachu Tankentai,221,5.004524886877828
Pokemon: Pikachu no Natsuyasumi,384,5.653645833333333
Poyopoyo Kansatsu Nikki,70,7.185714285714286
Prince of Stride: Alternative,205,6.921951219512195
Prince of Tennis,555,7.722522522522523
Prince of Tennis: The National Tournament,212,7.10377358490566
Prince of Tennis: The National Tournament Finals,142,7.183098591549296
Prince of Tennis: The National Tournament Semifinals,168,6.809523809523809
"Prince of Tennis: The Two Samurai, The First Game",171,6.578947368421052
Princess Princess,671,6.710879284649776
Princess Tutu,763,7.718217562254259
Prism Ark,83,5.855421686746988
Psycho-Pass,4865,8.025282631038026
Psycho-Pass 2,1783,7.050476724621425
Psycho-Pass Movie,489,6.983640081799591
Pumpkin Scissors,135,7.311111111111111
Puni PuniâPoemii,417,6.074340527577938
Pupa,703,3.658605974395448
Pupipo!,63,7.063492063492063
Qualidea Code,68,6.073529411764706
R.O.D OVA,660,7.345454545454546
R.O.D the TV,463,7.319654427645788
RD Sennou Chousashitsu,38,6.973684210526316
RDG: Red Data Girl,405,6.103703703703704
RagnarÃ¶k the Animation,356,6.297752808988764
RahXephon,517,7.427466150870406
Rainbow: Nisha Rokubou no Shichinin,613,8.290375203915172
Rakuen Tsuihou: Expelled from Paradise,230,7.026086956521739
Ranma Â½,811,7.1282367447595565
Ranma Â½ OVA,201,7.024875621890548
Ranma Â½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,203,6.330049261083744
Ranpo Kitan: Game of Laplace,213,6.525821596244131
Re-Kan!,102,6.568627450980392
Re:Zero kara Hajimeru Isekai Seikatsu,1562,7.854033290653009
Re:â£Hamatora,306,7.124183006535947
ReLIFE,871,7.506314580941447
Rec,825,6.86060606060606
Recorder to Randoseru Doâª,200,6.035
Recorder to Randoseru Reâª,119,6.235294117647059
Red Garden,113,6.778761061946903
Redline,1242,7.8647342995169085
Regalia: The Three Sacred Stars,2,7.0
Reikenzan: Hoshikuzu-tachi no Utage,30,6.166666666666667
Rekka no Honoo,319,6.912225705329154
Rental Magica,169,6.893491124260355
Rewrite,86,6.162790697674419
RideBack,260,7.073076923076923
Rinne no Lagrange,166,6.530120481927711
Rinne no Lagrange Season 2,65,7.092307692307692
Ristorante Paradiso,88,6.863636363636363
RoboticsNotes,558,7.077060931899641
Rockman.EXE,139,6.258992805755396
Rokka no Yuusha,1261,7.015067406819984
RollingâGirls,149,6.046979865771812
Romeo no Aoi Sora,101,7.198019801980198
Romeo x Juliet,992,7.578629032258065
Rose of Versailles,200,8.26
Rozen Maiden,1983,7.357034795763994
Rozen Maiden (2013),259,6.6061776061776065
Rozen Maiden: TrÃ¤umend,1279,7.516028146989836
Rurouni Kenshin: Meiji Kenkaku Romantan,2336,8.001712328767123
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,521,6.7619961612284065
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,801,7.48314606741573
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,71,6.154929577464789
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1781,8.263335204941045
Ryuugajou Nanana no Maizoukin (TV),597,6.834170854271357
SKET Dance,315,8.073015873015873
Sabagebu!,364,7.049450549450549
Sacred Seven,209,6.564593301435407
Saint Seiya,702,7.330484330484331
Saint Seiya Omega,39,6.230769230769231
Saint Seiya: Meiou Hades Elysion-hen,211,7.085308056872038
Saint Seiya: Meiou Hades Juuni Kyuu-hen,299,7.535117056856187
Saint Seiya: Meiou Hades Meikai-hen,240,7.05
Saint Seiya: The Lost Canvas - Meiou Shinwa,337,7.599406528189911
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,207,7.526570048309178
SaintâOniisan,331,6.43202416918429
SaintâOniisan (Movie),326,7.131901840490798
Saishuu Heiki Kanojo,574,7.139372822299651
Saiunkoku Monogatari,441,7.476190476190476
Saiunkoku Monogatari 2nd Season,173,7.554913294797688
Saiyuuki Reload,142,6.401408450704225
Sakamichi no Apollon,1271,8.24390243902439
Sakamoto desu ga?,542,6.92619926199262
Sakasama no Patema,669,7.66965620328849
Saki,308,7.045454545454546
Saki Achiga-hen: Episode of Side-A,78,6.756410256410256
Saki Zenkoku-hen,60,6.95
Sakigake!! Cromartie Koukou,525,7.929523809523809
Sakura Trick,904,6.920353982300885
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,333,7.069069069069069
Sakurasou no Pet na Kanojo,4377,8.177975782499429
Samurai 7,905,7.340331491712707
Samurai Champloo,5508,8.194444444444445
Samurai Deeper Kyou,365,6.991780821917808
Samurai Flamenco,252,6.948412698412699
Sansha Sanyou,29,6.862068965517241
Sanzoku no Musume Ronja,21,6.904761904761905
Saraiya Goyou,174,7.844827586206897
Sasameki Koto,309,6.4207119741100325
Sasami-san@Ganbaranai,185,6.129729729729729
Sayonara Zetsubou Sensei,1837,7.616222101252041
School Days: Valentine Days,534,5.638576779026217
School Rumble,2320,7.6931034482758625
School Rumble Ichi Gakki Hoshuu,606,7.0
School Rumble Ni Gakki,1318,7.716995447647951
School Rumble San Gakki,463,6.578833693304536
Schwarzesmarken,91,6.3076923076923075
Scrapped Princess,452,7.214601769911504
Seihou Bukyou Outlaw Star,1047,7.54727793696275
Seikai no Monshou,165,7.4787878787878785
Seikai no Senki,117,7.444444444444445
Seikai no Senki II,92,7.760869565217392
Seiken no Blacksmith,647,6.775888717156105
Seikimatsu Occult Gakuin,451,6.70509977827051
Seirei no Moribito,682,7.961876832844575
Seisen Cerberus: Ryuukoku no FatalitÃ©s,59,5.8474576271186445
Seitokai Yakuindomo,2147,7.285514671634839
Seitokai Yakuindomo OVA,329,7.145896656534954
Seitokai Yakuindomo*,682,7.244868035190616
Seiyou Kottou Yougashiten: Antique,262,6.221374045801527
Sekai Seifuku: Bouryaku no Zvezda,328,6.7926829268292686
Sekaiichi Hatsukoi,2121,7.2993870815653
Sekaiichi Hatsukoi 2,1551,7.368794326241135
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,265,6.554716981132075
Sekaiichi Hatsukoi OVA,704,6.578125
Sekaiichi Hatsukoi: Valentine-hen,140,6.228571428571429
Sekkou Boys,83,5.9397590361445785
Selector Infected WIXOSS,445,7.024719101123596
Selector Spread WIXOSS,191,6.963350785340314
Sen to Chihiro no Kamikakushi,11608,8.23828394210889
Sengoku Basara,700,7.202857142857143
Sengoku Basara Movie: The Last Party,127,7.070866141732283
Sengoku Basara Two,293,7.266211604095563
Sengoku Basara: Judge End,42,6.880952380952381
Sengoku Collection,24,5.875
Sengoku Musou,18,6.166666666666667
Sengoku Otome: Momoiro Paradox,159,6.591194968553459
Senjou no Valkyria,484,7.661157024793388
"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...",98,6.836734693877551
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,35,7.771428571428571
"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...",220,6.4818181818181815
Senkou no Night Raid,49,6.285714285714286
Sennen Joyuu,739,7.65764546684709
Senyuu.,430,7.034883720930233
Senyuu. 2,253,7.355731225296442
Serial Experiments Lain,2339,7.663958956819154
Servamp,86,6.011627906976744
Servant x Service,498,7.313253012048193
Seto no Hanayome,1551,7.6292714377820765
Seto no Hanayome OVA,320,7.553125
Shakugan no Shana,3572,7.488801791713326
Shakugan no Shana II (Second),2287,7.483602973327503
Shakugan no Shana III (Final),923,7.430119176598049
Shakugan no Shana Movie,526,6.629277566539924
Shakugan no Shana S,395,6.7215189873417724
Shaman King,2400,7.207916666666667
Shangri-La,169,7.035502958579881
Shigatsu wa Kimi no Uso,3131,8.556691152986266
Shigatsu wa Kimi no Uso: Moments,316,6.718354430379747
Shigofumi,372,7.438172043010753
Shigurui,352,7.119318181818182
Shijou Saikyou no Deshi Kenichi,1280,7.840625
Shijou Saikyou no Deshi Kenichi OVA,44,6.886363636363637
Shikabane Hime: Aka,528,6.990530303030303
Shikabane Hime: Kuro,357,7.07563025210084
Shiki,2588,7.596599690880989
Shin Angyo Onshi,129,6.51937984496124
Shin Shirayuki-hime Densetsu PrÃ©tear,603,7.0049751243781095
Shingeki no Bahamut: Genesis,677,7.534711964549483
Shingeki no Kyojin,14379,8.122957090200988
Shingeki no Kyojin Movie 1: Guren no Yumiya,193,5.803108808290156
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,67,5.059701492537314
Shingeki no Kyojin OVA,1193,6.701592623637888
Shingeki no Kyojin: Kuinaki Sentaku,769,7.518855656697009
Shingeki! Kyojin Chuugakkou,209,6.583732057416268
Shingetsutan Tsukihime,890,6.798876404494382
Shinigami no Ballad.,292,6.815068493150685
Shining Hearts: Shiawase no Pan,97,5.793814432989691
Shining Tears X Wind,160,6.24375
Shinkyoku Soukai Polyphonica,77,6.363636363636363
Shinkyoku Soukai Polyphonica Crimson S,59,7.288135593220339
Shinrei Tantei Yakumo,639,7.068857589984351
Shinreigari: Ghost Hound,464,7.510775862068965
Shinryaku! Ika Musume,990,7.177777777777778
Shinryaku!! Ika Musume,54,6.481481481481482
Shinryaku!? Ika Musume,374,7.1550802139037435
Shinsekai yori,1744,8.250573394495413
Shion no Ou,60,7.516666666666667
Shirobako,443,8.334085778781038
Shirogane no Ishi: Argevollen,56,6.446428571428571
Shirokuma Cafe,81,7.111111111111111
Shisha no Teikoku,77,6.1558441558441555
Shonan Junai Gumi!,149,7.033557046979865
Shoujo Kakumei Utena,539,7.9313543599257885
Shoujo Kakumei Utena: Adolescence Mokushiroku,376,6.941489361702128
Shoujo-tachi wa Kouya wo Mezasu,99,6.171717171717172
Shounen Maid,54,6.388888888888889
Shounen Onmyouji,152,7.467105263157895
Shouwa Genroku Rakugo Shinjuu,143,8.657342657342657
Show By Rock!!,109,6.412844036697248
Shugo Chara!,1782,7.01010101010101
Shugo Chara! Party!,587,6.1431005110732535
Shugo Chara!! Doki,984,6.961382113821138
Sidonia no Kishi,828,7.342995169082125
Sidonia no Kishi: Daikyuu Wakusei Seneki,324,7.287037037037037
Simoun,123,7.211382113821138
Sketchbook: Full Color&#039s,86,6.965116279069767
Skip Beat!,2183,7.66147503435639
Skull Man,75,6.586666666666667
Sky Girls,92,6.673913043478261
Slam Dunk,602,7.8604651162790695
Slayers,932,7.242489270386266
Slayers Evolution-R,141,6.73758865248227
Slayers Excellent,122,6.614754098360656
Slayers Gorgeous,113,6.495575221238938
Slayers Great,121,6.404958677685951
Slayers Next,566,7.482332155477032
Slayers Premium,131,6.763358778625954
Slayers Return,118,6.5423728813559325
Slayers Revolution,197,6.66497461928934
Slayers Special,122,6.852459016393443
Slayers Try,439,7.34624145785877
Slayers: The Motion Picture,216,6.75462962962963
So Ra No Wo To,515,7.231067961165048
Sola,747,7.111111111111111
Solty Rei,123,7.479674796747967
SoniAni: Super Sonico The Animation,213,6.0
Sonic X,305,6.016393442622951
Sora no Manimani,146,6.842465753424658
Sora no Method,158,6.1265822784810124
Sora wo Kakeru Shoujo,46,7.391304347826087
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,145,7.055172413793104
Sore ga Seiyuu!,75,6.453333333333333
Soredemo Machi wa Mawatteiru,97,7.247422680412371
Soredemo Sekai wa Utsukushii,546,7.291208791208791
Soukyuu no Fafner: Dead Aggressor,97,6.845360824742268
Soul Eater,7980,7.764912280701754
Soul Link,87,6.114942528735632
Sousei no Aquarion,276,6.923913043478261
SpaceâDandy,937,7.541088580576307
SpaceâDandy 2nd Season,442,7.875565610859729
Special A,2737,7.366824990865911
Speed Grapher,518,7.295366795366795
Spiral: Suiri no Kizuna,380,7.1
Spriggan,192,6.213541666666667
Star Driver: Kagayaki no Takuto,321,6.872274143302181
Starmyu,70,6.0285714285714285
Steamboy,753,6.907038512616202
SteinsGate,7837,8.87546254944494
SteinsGate Movie: Fuka Ryouiki no DÃ©jÃ  vu,2077,8.01299951853635
Stella Jogakuin Koutou-ka CÂ³-bu,173,6.69364161849711
Strait Jacket,224,6.125
Strange+,70,5.9714285714285715
Stranger: Mukou Hadan,1521,7.988165680473373
Strawberry Panic,1063,7.134524929444967
Street Fighter II V,180,6.872222222222222
Street Fighter II: The Movie,336,6.773809523809524
Subete ga F ni Naru: The Perfect Insider,284,7.056338028169014
Sugar Sugar Rune,162,6.845679012345679
Suisei no Gargantia,1364,7.2353372434017595
"Suisei no Gargantia: Meguru Kouro, Haruka",43,5.8604651162790695
Suki na Mono wa Suki Dakara Shou ga Nai!!,668,6.269461077844311
Sukitte Ii na yo.,3451,7.124601564763837
Sukitte Ii na yo.: Dareka ga,310,6.129032258064516
Summer Wars,3426,7.7924693520140105
Sumomomo Momomo: Chijou Saikyou no Yome,210,7.185714285714286
Super Lovers,184,6.141304347826087
Super Seisyun Brothers,106,6.528301886792453
Supernatural The Animation,84,6.654761904761905
Suzuka,681,6.96769456681351
Suzumiya Haruhi no Shoushitsu,3330,8.26006006006006
Suzumiya Haruhi no Yuuutsu,7776,7.6958590534979425
Suzumiya Haruhi no Yuuutsu (2009),3595,6.876216968011127
Sweat Punch,416,7.163461538461538
Switch,150,6.34
Sword Art Online,14704,7.665057127312296
Sword Art Online II,5209,7.018621616433096
Taboo Tattoo,137,5.510948905109489
Tactics,174,7.35632183908046
Taifuu no Noruda,49,5.877551020408164
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,262,6.297709923664122
Tales of Phantasia The Animation,167,6.62874251497006
Tales of Symphonia The Animation: Sekai Tougou-hen,61,6.901639344262295
Tales of Symphonia The Animation: Sylvarant-hen,369,6.769647696476965
Tales of Symphonia The Animation: Tethe&#039alla-hen,123,7.016260162601626
Tales of Vesperia: The First Strike,260,7.376923076923077
Tales of Zestiria the X,159,6.591194968553459
Tales of the Abyss,527,7.407969639468691
Tamako Love Story,538,7.107806691449814
Tamako Market,1071,6.790849673202614
Tamayura,87,6.793103448275862
Tamayura: Hitotose,62,7.467741935483871
Tanaka-kun wa Itsumo Kedaruge,277,7.3393501805054155
Tantei Gakuen Q,122,7.795081967213115
Tantei Opera Milky Holmes,159,6.238993710691824
Tari Tari,515,6.893203883495145
Tasogare Otome x Amnesia,1542,7.6770428015564205
Tatakau Shisho: The Book of Bantorra,106,7.415094339622642
Tears to Tiara,243,6.860082304526749
Teekyuu,163,6.521472392638037
Teekyuu 2,95,6.389473684210526
Teekyuu 3,72,6.375
Tegamibachi,437,7.416475972540046
Tegamibachi Reverse,229,7.432314410480349
Tekken: Blood Vengeance,142,6.76056338028169
Tekkon Kinkreet,649,7.824345146379045
Tenchi Muyou! Ryououki,352,7.1164772727272725
Tenchi Muyou! in Love,287,6.689895470383275
Tengen Toppa Gurren Lagann,7753,8.579001676770282
Tengen Toppa Gurren Lagann Movie: Gurren-hen,789,7.489226869455006
Tengen Toppa Gurren Lagann Movie: Lagann-hen,727,8.024759284731774
Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,213,6.723004694835681
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,144,5.875
Tenjou Tenge: The Past Chapter,152,6.407894736842105
Tenjou Tenge: The Ultimate Fight,383,6.637075718015666
Tenkuu no Escaflowne,1021,7.441723800195886
Tenkuu no Shiro Laputa,3321,7.503161698283649
Tenshi Kinryouku,825,5.96
Tenshi na Konamaiki,63,7.777777777777778
Tenshi no Tamago,340,7.158823529411765
Terra Formars,453,6.836644591611479
Terra Formars Revenge,65,6.323076923076923
Terra Formars: Bugs 2-hen,106,6.867924528301887
Terra e... (TV),177,8.073446327683616
Tetsuwan Birdy,84,6.857142857142857
Tetsuwan Birdy Decode,333,7.147147147147147
Tetsuwan Birdy Decode: The Cipher,73,6.506849315068493
Tetsuwan Birdy Decode:02,207,7.4396135265700485
Texhnolyze,387,7.865633074935401
The Animatrix,927,6.500539374325782
The Big O,450,6.953333333333333
The Last: Naruto the Movie,625,6.8848
The Law of Ueki,417,7.592326139088729
The Sky Crawlers,423,6.945626477541371
The SoulTaker: Tamashii-gari,69,5.159420289855072
The Third: Aoi Hitomi no Shoujo,52,7.3076923076923075
The iDOLM@STER,436,7.126146788990826
The iDOLM@STER Cinderella Girls,125,6.264
The iDOLM@STER Cinderella Girls 2nd Season,57,7.526315789473684
Thermae Romae,68,6.529411764705882
Tiger &amp Bunny,757,7.751651254953765
Tiger &amp Bunny Movie 1: The Beginning,92,6.0978260869565215
Tiger &amp Bunny Movie 2: The Rising,53,7.169811320754717
Tight-rope,314,5.936305732484076
Toaru Hikuushi e no Koiuta,221,7.0542986425339365
Toaru Hikuushi e no Tsuioku,172,7.436046511627907
Toaru Kagaku no Railgun,2160,7.42962962962963
Toaru Kagaku no Railgun S,886,7.621896162528217
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,53,6.037735849056604
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,337,6.540059347181009
Toaru Majutsu no Index,2942,7.266145479265806
Toaru Majutsu no Index II,1610,7.355900621118012
